CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
Edgecombe County ABC Store,101 NE Railroad Street Ext,Whitakers,NC,27891,,Tom,Pierce,Manager,2524371061,Liquors-Retail,445310,,,,,Private,Nash,4,925000,,2009
Elevated Grains,7987 Fayetteville Rd,Raleigh,NC,27603,5631,Michael,Cheek,Owner,9194807440,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2018
Elevated Mountain Distilling,3732 Soco Rd,Maggie Valley,NC,28751,,Dave,Angel,Owner,8289440766,Wines-Retail,445310,312140,,,,Private,Haywood,5,1102000,,2015
Elizabethtown ABC,2817 W Broad St,Elizabethtown,NC,28337,9121,Mark,Gillespie,Manager,9108622332,Liquors-Retail,445310,,,,,Private,Bladen,6,1145000,ELIZABETHTOWNNC.ORG,2000
Elkin ABC Store,150 Brandywine Cir,Elkin,NC,28621,2253,Eddy,Wilmoth,Manager,3368353450,Liquors-Retail,445310,445310,,,,Private,Surry,3,653000,,1997
Epicentre Sundries,210 E Trade St # B232,Charlotte,NC,28202,2429,,,,9803590130,Wines-Retail,445310,722511,,,,Private,Mecklenburg,2,1012000,EPICENTRENC.COM,2012
European Cellars,2129 E 7th St,Charlotte,NC,28204,3337,Eric,Solomon,Owner,7043581565,Wines-Retail,445310,425120,,,,Private,Mecklenburg,9,4554000,EUROPEANCELLARS.COM,2005
Ez Stop,52 Old Balsam Rd,Waynesville,NC,28786,6702,Debbie,Wyatt,Manager,8284525748,Beer & Ale-Retail,445310,,,,,Private,Haywood,4,882000,EZSTOP.NET,1991
Fairmont ABC Store,201 N Walnut St,Fairmont,NC,28340,2033,,,,9106287747,Liquors-Retail,445310,445310,,,,Private,Robeson,2,436000,FAIRMONTNC.COM,1899
Falls Village Wine & Beer LLC,6675 Falls of Neuse Rd # 131,Raleigh,NC,27615,6857,,,,9190001111,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2017
Fergusons Bottles & Taps,954 Golf House Rd W # O,Whitsett,NC,27377,9285,Nicholas,Ferguson,Owner,3364474887,Beer & Ale-Retail,445310,722410,,,,Private,Guilford,2,738000,,2015
Ferncrest Winnery,1060 Main St,Andrews,NC,28901,9654,,,,8283211600,Wines-Retail,445310,,,,,Private,Cherokee,2,393000,,2016
Fire Fly Wine Shop,3110 Evans St,Greenville,NC,27834,7699,Brenda,Drake,Owner,2527564994,Wines-Retail,445310,,,,,Private,Pitt,1,232000,FIREFLYWINESHOP.COM,2016
Firefly Wine Shop LLC,1712 Rondo Dr,Greenville,NC,27858,5339,Brenda D,Drake,Owner,2520001111,Wines-Retail,445310,,,,,Private,Pitt,2,464000,,2015
Fletcher ABC Store,37 Rockwood Rd,Fletcher,NC,28732,8684,Tony,Patterson,Manager,8286844212,Liquors-Retail,445310,445310,,,,Private,Henderson,7,1649000,FLETCHERABCSTORE.COM,1994
Fliquor LLC,321 Goldsboro St,Newton Grove,NC,28366,7705,Gary M,Herring Jr,Other,9100001111,Liquors-Retail,445310,,,,,Private,Sampson,5,1113000,,2014
Food Freaks Beer Geeks Food,1630 Fox Trot Ct,Winston Salem,NC,27103,3062,,,,3360001111,Beer & Ale-Retail,445310,,,,,Private,Forsyth,1,482000,,2017
Forsyth Municipal ABC Board,4017 Country Club Rd,Winston Salem,NC,27104,3613,Greg,Mcintire,Manager,3366599033,Liquors-Retail,445310,,,,,Private,Forsyth,6,2891000,TRIADABC.ORG,1951
Fortuna Glass Wine Co,29 S Front St,Wilmington,NC,28401,4463,,,,9103994292,Wines-Retail,445310,,,,,Private,New Hanover,4,349000,FORTUNATEGLASSWINEBAR.COM,2011
Foxcroft Wine Co,1235 East Blvd # I,Charlotte,NC,28203,6278,Conrad,Hunter,Owner,7046022133,Wines-Retail,445310,,,,,Private,Mecklenburg,25,12649000,FOXCROFTWINE.COM,2016
Franklin ABC Board,175 Macon Plaza Dr,Franklin,NC,28734,902,Todd,Mason,Manager,8283699247,Liquors-Retail,445310,,,,,Private,Macon,12,2481000,FRANKLINABC.NET,1995
Frosty Keg,221 N Talbert Blvd,Lexington,NC,27292,4142,,,,3362386008,Liquors-Retail,445310,424490,445120,722515,,Private,Davidson,5,977000,,2008
Gastonia ABC System,2290 Jett Lanier Dr,Gastonia,NC,28054,4981,Robin,Kimray,Manager,7048644393,Liquors-Retail,445310,,,,,Private,Gaston,6,176000,ABCGASTONIA.COM,2000
Gastonia ABC System,348 W Long Ave,Gastonia,NC,28052,2311,Vicki,Woody,Manager,7048652349,Liquors-Retail,445310,,,,,Private,Gaston,8,234000,ABCGASTONIA.COM,2000
Gastonia ABC System,1848 S York Rd,Gastonia,NC,28052,,,,,7048675231,Liquors-Retail,445310,,,,,Private,Gaston,5,147000,ABCGASTONIA.COM,2000
Gastonia Board Alcohol,3856 W Franklin Blvd,Gastonia,NC,28052,7417,,,,7048648824,Liquors-Retail,445310,813319,,,,Private,Gaston,6,176000,ABCGASTONIA.COM,2012
Gathering Place At Roaring,155 Bordeaux Ln,Traphill,NC,28685,9293,Thomas N,Silvey,Other,3369572332,Wines-Retail,445310,111332,,,,Private,Wilkes,2,407000,ROARINGRIVERVINEYARDS.COM,2015
Granite Falls ABC Board,1 Twin Dr,Granite Falls,NC,28630,,Jim,Ledford,Manager,8283963204,Liquors-Retail,445310,445310,,,,Private,Caldwell,6,1266000,,2011
Granville County ABC Board,111 New College St,Oxford,NC,27565,,Russell,Murray,Manager,9196936531,Liquors-Retail,445310,921120,,,,Private,Granville,6,1250000,,1995
Granville County ABC Store,2576 Lyon Station Rd,Butner,NC,27509,,Nancy,Jordon,Manager,9195756019,Liquors-Retail,445310,,,,,Private,Granville,5,1042000,,1999
Grape & Ale,8521 E Oak Island Dr,Oak Island,NC,28465,8052,Candace,Hobbs,Owner,9109334384,Wines-Retail,445310,,,,,Private,Brunswick,2,435000,THEGRAPEANDALE.COM,2010
Grapenuts Wine,3711 Peppermill Dr N # B,Wilson,NC,27896,7390,Ralph R,Doyster,Owner,2522469463,Wines-Retail,445310,,,,,Private,Wilson,2,504000,GRAPENUTSWINE.COM,2002
Grapes & Hops,5780 Ramsey St # 106,Fayetteville,NC,28311,1414,Howard,Johnson,Owner,9108228700,Wines-Retail,445310,445310,453998,,,Private,Cumberland,5,1182000,GRAPESANDHOPS.NET,2003
Grapes & Hops Hope Mills,3350 Footbridge Ln # 120,Fayetteville,NC,28306,9695,,,,9104914188,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,,2017
Great Grapes,1237 Kildaire Farm Rd,Cary,NC,27511,5523,Gene,Salerno,Owner,9194689088,Wines-Retail,445310,445310,,,,Private,Wake,1,20000,GREATGRAPESNC.COM,2003
Greensboro ABC,2417 Lawndale Dr,Greensboro,NC,27408,1944,James,Dawkins,Manager,3365008806,Liquors-Retail,445310,,,,,Private,Guilford,3,1107000,GREENSBOROABC.COM,2014
Greensboro ABC Board,2309 Fleming Rd,Greensboro,NC,27410,9823,,,,3366682430,Liquors-Retail,445310,445310,,,,Private,Guilford,5,1845000,,2010
Greensboro ABC Board,3919 Burlington Rd,Greensboro,NC,27405,8652,Nick,Millsaps,Manager,3363752998,Liquors-Retail,445310,445310,,,,Private,Guilford,5,1845000,GREENSBOROABC.COM,2008
Greensboro ABC Board,1700 Stanley Rd # A,Greensboro,NC,27407,2754,Lynn,Banner,Manager,3362921718,Liquors-Retail,445310,445310,,,,Private,Guilford,8,2952000,GBOABC.COM,2012
Greensboro ABC Store 05,4639 W Market St # C,Greensboro,NC,27407,1258,Ken,Moore,Manager,3362928211,Liquors-Retail,445310,,,,,Private,Guilford,5,1845000,GSOABC.COM,2009
Greenway Beer & Wine,7530 Ramble Way # 103,Raleigh,NC,27616,4316,,,,9199091295,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2017
Grizzley Beer Growlers,112 Russet Run # 110,Pittsboro,NC,27312,5066,Keith,Bowler,Owner,9195423435,Beer & Ale-Retail,445310,312120,,,,Private,Chatham,5,933000,HOUSEOFHOPSNC.COM,2018
Grizzly Beer Growlers Shop,6909 Glenwood Ave,Raleigh,NC,27612,7100,,,,9190001111,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2015
Growler Grlz,4810 Hope Valley Rd # 110,Durham,NC,27707,6631,Karen,Poulsen,Owner,9199732755,Beer & Ale-Retail,445310,,,,,Private,Durham,7,1926000,GROWLERGRLZ.COM,2014
Halifax County ABC,411 Main St,Scotland Neck,NC,27874,1143,Joey,Mc Alister,Manager,2528264503,Liquors-Retail,445310,445310,,,,Private,Halifax,6,1146000,,2007
Handi-Cupboard,7682 Nc Hwy 801 S,Cooleemee,NC,27014,210,Camille,Mardini,Owner,3362844141,Beer & Ale-Retail,445310,,,,,Private,Davie,10,2118000,,2005
Handi-Cupboard,175 Nc 891 Hwy,Woodleaf,NC,27054,,Camille,Mardini,Owner,3362844141,Beer & Ale-Retail,445310,,,,,Private,Rowan,8,1645000,,1999
Haw River Farmhouse Ales,1713 Saxapahaw Bethlehem Ch Rd,Saxapahaw,NC,27340,,Dawnya,Bohager,Manager,3365252135,Beer & Ale-Retail,445310,,,,,Private,Alamance,4,864000,HAWRIVERALES.COM,2014
Haw River Wine Man LLC,202 Lisa Dr,Carrboro,NC,27510,1149,,,,9190001111,Wines-Retail,445310,,,,,Private,Orange,3,340000,,2014
Hey Beer Bottle Shop LLC,4405 Wrightsville Ave # A,Wilmington,NC,28403,6348,Michael D,Duffy,Other,9100001111,Beer & Ale-Retail,445310,,,,,Private,New Hanover,4,349000,,2015
Hickory Wine Shoppe,238 Union Sq NW,Hickory,NC,28601,6110,,,,8283244441,Wines-Retail,445310,453220,,,,Private,Catawba,3,744000,,1999
High Country ABC Store,4501 Tynecastle Hwy,Banner Elk,NC,28604,7257,Sara,Brewer,Manager,8288988282,Liquors-Retail,445310,,,,,Private,Avery,5,880000,ABC.NC.GOV,2012
High Craft Beer,2716 Nc 55 Hwy,Cary,NC,27519,6205,Megan,Ganzert,Owner,9192676593,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,HIGHCRAFTBEER.COM,2014
High Point ABC Store,4835 W Wendover Ave # 147,Jamestown,NC,27282,8500,Pat,Foster,Manager,3368562603,Liquors-Retail,445310,,,,,Private,Guilford,2,738000,HIGHPOINTABC.COM,2012
Highlands ABC Store,81 Highlands Walk,Highlands,NC,28741,,Kevin,Vinson,Manager,8285265470,Liquors-Retail,445310,445310,,,,Private,Macon,3,621000,ABC.NC.GOV,1997
Highpoint ABC,201 W Fairfield Rd,High Point,NC,27263,1925,Rosalind,Stewart,Site Manager,3364342146,Liquors-Retail,445310,,,,,Private,Guilford,5,1845000,HIGHPOINTABC.COM,1989
Hillsborough Wine,118 S Churton St,Hillsborough,NC,27278,2538,Todd,Wielar,Owner,9197324343,Wines-Retail,445310,,,,,Private,Orange,2,227000,CHAPELHILLWINECOMPANY.COM,2003
Hoke County ABC Store,384 Laurinburg Rd,Raeford,NC,28376,2525,Mike,Summers,Manager,9108752020,Liquors-Retail,445310,,,,,Private,Hoke,8,1263000,ABC.NC.GOV,1999
Hope Valley Wine & Beverage,4711 Hope Valley Rd,Durham,NC,27707,5651,,,,9194035200,Wines-Retail,445310,,,,,Private,Durham,2,551000,HOPEVALLEYWINEANDBEVERAGE.COM,2016
Hops & Vines,797 Haywood Rd # 100,Asheville,NC,28806,3105,Alex,Buckerholtz,Owner,8282525275,Beer & Ale-Retail,445310,423820,,,,Private,Buncombe,4,1792000,HOPSANDVINES.NET,2008
Hyde County ABC Stores,20121 US Highway 264,Swanquarter,NC,27885,9344,Sue,Pointe,Manager,2529283281,Liquors-Retail,445310,,,,,Private,Hyde,2,367000,HYDECOUNTYNC.GOV,2008
Indian Trail ABC Board,5880 W Highway 74,Indian Trail,NC,28079,3759,Charles,Fowler,Manager,7048217667,Liquors-Retail,445310,445310,,,,Private,Union,7,1607000,,2010
Island Beverage,1206 Lake Park Blvd N,Carolina Beach,NC,28428,4165,Bryan G,Parker,Owner,9107071423,Liquors-Retail,445310,424490,445310,,,Private,New Hanover,5,436000,ISLANDBEVERAGECB.COM,2015
Island Spice & Wine,40246 Nc 12 Hwy,Avon,NC,27915,1295,Donna,Hashtani,Owner,2529957750,Wines-Retail,445310,,,,,Private,Dare,1,236000,,1996
Jack Brown's Beer-Burger Joint,805 Dickinson Ave,Greenville,NC,27834,3149,Ryan,Naegel,Manager,2526896827,Beer & Ale-Retail,445310,,,,,Private,Pitt,25,5793000,JACKBROWNSJOINT.COM,2018
Jarvis Street Bottle Shop,211 S Jarvis St # 106,Greenville,NC,27858,2052,Tandi,Mahn,Owner,2523642840,Liquors-Retail,445310,445310,,,,Private,Pitt,2,464000,JARVISSTREETBOTTLESHOP.COM,2016
Jeffreys Warehouses Inc,2026 US Highway 70 W,Goldsboro,NC,27530,9542,George C,Jeffreys,CEO,9197347777,Beer & Ale-Retail,445310,,,,,Private,Wayne,4,858000,,2011
Jerry's Food Wine & Spirits,7220 Wrightsville Ave,Wilmington,NC,28403,7230,Jerry,Rouse,Owner,9102568847,Wines-Retail,445310,,,,,Private,New Hanover,11,958000,JERRYSFOODANDWINE.COM,2007
John Inc,2200 Westinghouse Blvd # 101,Raleigh,NC,27604,2491,Mark,Najafie,Other,9197134310,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,JOHNINCORPORATED.COM,2010
Johnston County ABC Store,160 Glen Rd,Garner,NC,27529,7901,Tina,Dickerson,Manager,9197730501,Liquors-Retail,445310,,,,,Private,Johnston,8,1909000,ABCSTORES.COM,2015
Justice Brewing LLC,1127 Sweeten Creek Rd,Asheville,NC,28803,1728,Erica,Justice,Manager,8285752785,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,SWEETENCREEK.COM,2015
K Craft Beer & Wine,858 Brawley School Rd # B,Mooresville,NC,28117,8208,Kurt,Ostdiek,Owner,7047285061,Beer & Ale-Retail,445310,,,,,Private,Iredell,1,250000,KCRAFTBEERANDWINEMOORESVILLE.COM,2016
Kenansville ABC Store,119 Mallard St,Kenansville,NC,28349,,Carla,Drinkwater,Manager,9102960939,Liquors-Retail,445310,,,,,Private,Duplin,3,543000,ABC.NC.GOV,1994
Kings Mountain ABC Store,220 Cleveland Ave,Kings Mountain,NC,28086,3106,Aileene,Ormand,Manager,7047397449,Liquors-Retail,445310,,,,,Private,Cleveland,6,1281000,,1990
L F Wine Inc,800 Sunrunner Pl # 100,Wilmington,NC,28405,5320,Jessi,Reutter,Owner,9100001111,Wines-Retail,445310,,,,,Private,New Hanover,4,349000,,2016
La Bouteille,10 N Trade St,Tryon,NC,28782,3499,Vaishali,Block,Owner,8288596473,Wines-Retail,445310,,,,,Private,Polk,3,558000,LABOUTEILLE.NET,2015
Lake Lure ABC Stores,2654 Memorial Hwy,Lake Lure,NC,28746,,Charles,Mc Entire,Manager,8286252306,Liquors-Retail,445310,445310,,,,Private,Rutherford,3,588000,,1999
Laurel Park Wine Market,6 Wickham Way,Hendersonville,NC,28791,1732,,,,8286963283,Wines-Retail,445310,,,,,Private,Henderson,2,472000,TRUEVINEIMPORTS.COM,2007
Lenoir ABC Store,115 ABC Ct NE,Lenoir,NC,28645,4400,Marvin,Lovins,Manager,8287546820,Liquors-Retail,445310,,,,,Private,Caldwell,12,2532000,LENOIRABC.COM,2002
Lenoir ABC Store,1326 Connelly Springs Rd,Lenoir,NC,28645,6397,Tarina,Woody,Manager,8287585308,Liquors-Retail,445310,,,,,Private,Caldwell,4,844000,LENOIRABC.COM,2005
Lenoir County ABC Board Office,110 S Herritage St,Kinston,NC,28501,1109,Brantley,Uzzell,Manager,2525230775,Liquors-Retail,445310,921120,921190,,,Private,Lenoir,3,926000,LENOIR.ABC.NC.GOV,1989
Liberty ABC Board,423 W Swannanoa Ave,Liberty,NC,27298,,Anthony,Beasley,Manager,3366223311,Liquors-Retail,445310,445310,,,,Private,Randolph,5,1069000,RTMC.NET,1994
Liberty Tavern,7976 Market St,Wilmington,NC,28411,9382,Stan,Alessandro,Owner,9105993807,Liquors-Retail,445310,722410,,,,Private,New Hanover,8,697000,LIBERTYTAVERNNC.COM,2013
Lifted Spirits,108 Redfield Pl,Goldsboro,NC,27530,5417,,,,9190001111,Liquors-Retail,445310,,,,,Private,Wayne,5,1073000,,2015
Lighthouse Beer & Wine,220 Causeway Dr,Wrightsville Bch,NC,28480,1735,Jason,Adams,Owner,9102568622,Beer & Ale-Retail,445310,423820,445310,,,Private,New Hanover,3,262000,LIGHTHOUSEBEERANDWINE.COM,1998
Lil Robert's Place,25 Union St S,Concord,NC,28025,5009,Robert,Burrage,Owner,7047952337,Beer & Ale-Retail,445310,,,,,Private,Cabarrus,4,930000,LILROBERTSPLACE.COM,2010
Lincoln County ABC Store,7531 Waterside Crossing Blvd,Denver,NC,28037,3003,David,Goodnight,Manager,7048200665,Liquors-Retail,445310,445310,,,,Private,Lincoln,8,1799000,ABC.NC.GOV,2004
Lincolnton ABC Store,105 Stanford Rd,Lincolnton,NC,28092,3957,Bert,Honeycutt,Manager,7047354466,Liquors-Retail,445310,,,,,Private,Lincoln,5,1125000,,1995
Liquor Stores,500 Bragg Blvd,E Fayetteville,NC,28301,4812,,,,2083344014,Liquors-Retail,445310,,,,,Private,Cumberland,4,946000,,2018
Locust ABC Board,1008 Main St W,Locust,NC,28097,9774,Heather,Huegey,Manager,7047810302,Liquors-Retail,445310,,,,,Private,Stanly,8,1641000,,2008
Lumberton ABC Board,150 Wintergreen Dr,Lumberton,NC,28358,1100,Rod,Page,Manager,9106189022,Liquors-Retail,445310,,,,,Private,Robeson,12,2616000,LUMBERTONHONDA.COM,1997
Lumina Wine & Beer,152 Sunset Ave,Asheboro,NC,27203,5634,Patricia V,Banker,Other,3366101060,Wines-Retail,445310,,,,,Private,Randolph,5,1069000,,2009
Mad Anthonys Bottle Shop-Beer,180 Legion Dr,Waynesville,NC,28786,4436,,,,8282469249,Beer & Ale-Retail,445310,,,,,Private,Haywood,4,882000,,2015
Maggie B's Wine & Spec Store,10 S Main St # C,Weaverville,NC,28787,4508,Elsteth,Brown,Owner,8286451111,Wines-Retail,445310,,,,,Private,Buncombe,1,448000,MAGGIEBSWINE.COM,2009
Margaret & Maxwell,5 All Souls Cres,Asheville,NC,28803,2671,Todd,Jones,Owner,8285523905,Wines-Retail,445310,,,,,Private,Buncombe,2,,ASHEVILLEWINESALON.COM,2019
Martin County ABC Store,708 N Main St,Robersonville,NC,27871,,Chris,Bullock,Manager,2527953939,Liquors-Retail,445310,,,,,Private,Martin,1,309000,MARTINCOUNTYNCGOV.COM,1994
Mayberry Distillery,461 N South St,Mt Airy,NC,27030,3533,Vann,Mccoy,Owner,3367196860,Wines-Retail,445310,312140,,,,Private,Surry,6,1306000,MAYBERRYSPIRITS.COM,2015
Mcritchie Wine Co,,Thurmond,NC,28683,,,,,3368743003,Wines-Retail,445310,,,,,Private,Wilkes,2,407000,MCRITCHIEWINE.COM,2013
Meckabc,1332 Central Ave,Charlotte,NC,28205,5010,Richard,Sisson,Manager,9802166992,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,2017
Mecklenburg ABC,3904 Colony Rd # E,Charlotte,NC,28211,5024,Jason,Hughes,CEO,7042951178,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,3,1518000,MECKABC.COM,1958
Mecklenburg ABC Board,9737 Callabridge Ct,Charlotte,NC,28216,,Joseph,Buell,Manager,7042957603,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklenburg ABC Liquor Store,1609 N Graham St,Charlotte,NC,28206,3023,,,,7043344148,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklenburg ABC Store,16019 Lancaster Hwy,Charlotte,NC,28277,,Mike,Mc Giff,Manager,7045448334,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,5,2530000,MECKABC.COM,1958
Mecklenburg County ABC Store,19701 Statesville Rd,Cornelius,NC,28031,8502,Pam,Ussery,Manager,7047315900,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklenburg County ABC Store,9630 University City Blvd # A,Charlotte,NC,28213,3574,Rodney,Moore,Manager,7045931185,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklenburg County ABC Store,3425 Pineville Matthews Rd,Charlotte,NC,28226,9324,Beverly,Roark,Manager,7045404217,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,3,1518000,MECKABC.COM,1958
Mecklenburg County ABC Store,3333 N Tryon St,Charlotte,NC,28206,2050,Ryan,Smith,Manager,7045883442,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,10,5060000,MECKABC.COM,1958
Mecklenburg County ABC Store,7204 E Independence Blvd,Charlotte,NC,28227,9423,Wayne,Munford,Manager,7045374491,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklenburg County ABC Store,7044 Brighton Park Dr,Mint Hill,NC,28227,7971,,,,7047162266,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,2018
Mecklenburg County ABC Store,1436 E Morehead St,Charlotte,NC,28204,2926,Eric,Hathaway,Manager,7043328267,Liquors-Retail,445310,,,,,Private,Mecklenburg,6,3036000,MECKABC.COM,1958
Mecklenburg County ABC Stores,5125 Nations Ford Rd,Charlotte,NC,28217,2021,Chip,Griffin,Manager,7045258755,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,4,2024000,,2002
Mecklenburg County ABC Strs,10005 Gilead Rd,Huntersville,NC,28078,7517,Alicia,Collins,Manager,7048752651,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,3,1518000,MECKABC.COM,1958
Mecklenburg County ABC Strs,3120 Wilkinson Blvd # D5,Charlotte,NC,28208,5656,William,Hester,Manager,7043944696,Liquors-Retail,445310,,,,,Private,Mecklenburg,12,6072000,MECKABC.COM,1958
Mecklenburg County Alcoholic,3333 N Tryon St,Charlotte,NC,28206,2050,Earl,Leake,Chairman,7047315856,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,1958
Mecklinburg County ABC Store,3401 David Cox Rd,Charlotte,NC,28269,2200,,,,7045975487,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,4,2024000,MECKABC.COM,2018
Merry Wine Market,108 W State St,Black Mountain,NC,28711,3419,Scott,Counts,Owner,8286699050,Wines-Retail,445310,,,,,Private,Buncombe,4,1792000,MERRYWINEMARKET.COM,2004
Metro Wines,157 Charlotte St,Asheville,NC,28801,1917,,,,8285759525,Wines-Retail,445310,,,,,Private,Buncombe,2,896000,METROWINESASHEVILLE.COM,2013
Millers Country Store,14226 Nc Highway 194 N,Lansing,NC,28643,9287,,,,3363841514,Liquors-Retail,445310,445120,,,,Private,Ashe,5,972000,,2015
Mini,5115 Western Blvd,Raleigh,NC,27606,1639,,,,9198591338,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2016
Mixed Beverage Store/Warehouse,1840 S York Rd,Gastonia,NC,28052,6102,Larry,Beck,Exec Director,7048654173,Liquors-Retail,445310,531130,,,,Private,Gaston,2,59000,,2000
Mocksville-Cooleemee ABC Board,7768 Nc Hwy 801 S,Cooleemee,NC,27014,200,Carolyn,Overcash,Manager,3362844106,Liquors-Retail,445310,445310,,,,Private,Davie,3,636000,YADTEL.NET,1992
Montgomery ABC Board,509 E Main St,Biscoe,NC,27209,9779,Phillip,Richardson,Manager,9104282231,Liquors-Retail,445310,445310,,,,Private,Montgomery,6,1064000,,1984
Montgomery Municipal ABC,202 Julias Chambers Ave,Mt Gilead,NC,27306,,Philip,Richardson,Manager,9104395709,Liquors-Retail,445310,,,,,Private,Montgomery,4,709000,,1984
Morehead Wine & Design,1514 Galley Cir,Morehead City,NC,28557,4052,,,,2526467378,Wines-Retail,445310,,,,,Private,Carteret,2,412000,,2015
Mountaintop Wine Shoppe LLC,269 Oak St,Highlands,NC,28741,,Bobby,Lewis,Owner,8285264080,Wines-Retail,445310,,,,,Private,Macon,2,414000,HIGHLANDSWINESHOPPE.COM,2014
Mt Holly ABC Store,2100 Springs St # B,Mt Holly,NC,28120,3104,Tammy,Thomas,Manager,7048273733,Liquors-Retail,445310,445310,,,,Private,Gaston,8,234000,,2005
Murphy ABC Store,818 W US Highway 64,Murphy,NC,28906,8116,Olivia,Anderson,Manager,8288375514,Liquors-Retail,445310,445310,,,,Private,Cherokee,10,1964000,,2009
Murphy Co,540 W US Highway 64,Murphy,NC,28906,3179,Matthew,White,Owner,8285161630,Wines-Retail,445310,,,,,Private,Cherokee,2,393000,THEMURPHYCOMPANY.NET,2018
Mutual Distributing Co,4041 Center Place Dr,Harrisburg,NC,28075,7435,Adrian,Rohr,Regional Mgr,7044543136,Liquors-Retail,445310,,,,,Private,Cabarrus,4,930000,MUTUAL-DISTRIBUTING.COM,2015
My Custom Wine,10508 Bailey Rd # 103,Cornelius,NC,28031,9096,Joel,Lemke,Owner,7048402116,Wines-Retail,445310,,,,,Private,Mecklenburg,1,506000,MYCUSTOMWINE.COM,2017
Mystery Brewing Co Public Hse,230 S Nash St,Hillsborough,NC,27278,2339,Erik,Lars Myers,Owner,9192451325,Tasting Rooms,445310,312120,454110,,,Private,Orange,4,453000,MYSTERYBREWING.COM,2013
Nash County ABC,1123 Jeffreys Rd # 4,Rocky Mount,NC,27804,1866,Evelyn,Vines,Manager,2524469174,Liquors-Retail,445310,,,,,Private,Nash,4,925000,,2011
Nash County ABC,1206 Eastern Ave,Nashville,NC,27856,1817,Mike,Murray,Manager,2524592318,Liquors-Retail,445310,921120,,,,Private,Nash,9,2081000,,2010
Nash County ABC Store,426 W Thomas St,Rocky Mount,NC,27804,5334,Mike,Murray,Manager,2524424637,Liquors-Retail,445310,,,,,Private,Nash,5,1157000,,1984
Nash County ABC Store,200 Sharpe Rd,Sharpsburg,NC,27878,,Donald,Bunn,Manager,2524428840,Liquors-Retail,445310,,,,,Private,Nash,2,463000,,1984
Nash County ABC Store,706 E Nash St,Spring Hope,NC,27882,,,,,2524783437,Liquors-Retail,445310,,,,,Private,Nash,2,463000,,1985
Nash County ABC Store,7183 Nc 4,Battleboro,NC,27809,,Tommy,Griffin,Manager,2529854259,Liquors-Retail,445310,,,,,Private,Nash,2,463000,,1996
Nash County ABC Store 9,1091 N Winstead Ave,Rocky Mount,NC,27804,8750,Norman,Casey,Manager,2524433428,Liquors-Retail,445310,,,,,Private,Nash,5,1157000,,1984
Nautilus Beer Co Inc,48 Patton Ave,Asheville,NC,28801,3321,,,,8280001111,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,,2015
Nc Wine,605 Providence Rd,Charlotte,NC,28207,1901,,,,7045211353,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,,2014
No 2 Nags Head,2210 S Croatan Hwy,Nags Head,NC,27959,8812,,,,2524415121,Liquors-Retail,445310,,,,,Private,Dare,11,2588000,,2014
Noda Co Store,3221 Yadkin Ave,Charlotte,NC,28205,1027,,,,9808590441,Beer & Ale-Retail,445310,424810,452319,453920,,Private,Mecklenburg,3,1518000,THECOMPANYSTORENODA.COM,2016
Norlina ABC Store,1230 US Highway 158 Bus W,Norlina,NC,27563,9131,Larry,Spruill,Manager,2524563141,Liquors-Retail,445310,,,,,Private,Warren,4,606000,,2002
North Carolina Beer Co,615 Oberlin Rd # 102,Raleigh,NC,27605,3129,Gerald A,Jeutter Jr,Manager,9190001111,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2017
